index,text,label_text,label_code
577,"Too many Brit's believe the anti-renewable energy propaganda from multi-billionaires with investments in fossil fuels. #SolarTechnology CAN provide ALL the #electricity we need in the UK; #solarpanels are now efficient enough to work in fog, rain, snow, etc & CAN power at night. ",Slightly agree with climate change,1
578,"""Although climate change is fake and not real like in our 10 page spread last week, can I just shock you?"" - By Fraser Nelson",Strongly disagree with climate change,-2
579,"RT There are enough things in this world that are killing people... guns, climate change, inequality, COVID 19, totalitarian governments... music shouldn't have to be on this list.",Slightly agree with climate change,1
580,Climate change again no doubt. Can't be anything else now can it,Slightly agree with climate change,1
581,RT Excellent review of how has Australia playing a key blocking role to progress on global climate change. says Santos's business model has come to be all about harvesting government subsidies. 100% true! ,Neutral to climate change,0
582,They said Covid was a hoax. They said Russia would never invade. They say climate change is fake. They say vaccines don't work. They say the news is fake. They praise Putin. They attacked the Capitol. They ban books. ,Neutral to climate change,0
583,Extinction? Are you going to deny the fact that not all heterosexuals want to reproduce or even those who want to some of them can't?,irrelevant or no opinion on climate change,99
584,"Glade to meet Minister for environment and climate change with Villingili Council team. Discussed about the current situation on Villingili resource recovery & waste management center, renewable energy, water & sewerage, shore protection and flood control. ",Strongly agree with climate change,2
585,I was promised global warming but all I got was more taxes.,Neutral to climate change,0
586,jsyk when climate change gets rolling everything will be phrased like this. make yourself acceptable for work or die/ starve/ catch plague/ drown in encroaching seawater/ burn/ get eaten by mutant mosquitoes. work or die. work or die. work or die. work or die. work or die. ,Strongly agree with climate change,2
587,"Tree of the week no.1 London Plane on Jesus Green. It stores over 4000kg of CO2. In the midst of mass extinction, we must treasure and protect what we still have! @CamCanopyProj more info on this beauty here ",Strongly agree with climate change,2
588,The plus side of an early climate crisis is we all die hot & young(er),Strongly agree with climate change,2
589,"#MFAAANNGT 2021 Favourites, 2022 1QTR fall $MSFT $FB $AMZN $APPL $AMD $NVDA $NFLX $GOOGL $TSLA $SPY $QQQ $YM $NQ $ES 2022 1QTR #OmiCronCrisis -inflation, labor shortages, travel #Climate - Energy crisis #US #CHINA tension 1QTR theme #FomoChasers losers Charts 8D,21D resistance ",Neutral to climate change,0
590,"When the Nationalists accuse Boris of ignoring Climate Change ask them why the Hollyrude chauffeured limousines bill has risen by 5.5m in a year, are all of her 27 ministers also demanding them now?",Neutral to climate change,0
591,"China's Foreign Minister Wang Yi calls for cooperation on climate change, invites US participation in the Belt and Road Initiative and offers coordination with Biden's Build Back Better World initiative ""to provide more quality public goods for the world."" ",Slightly agree with climate change,1
592,"""Overall, global trade drives 29.5 percent of the worldwide extinction risk footprint."" ",Neutral to climate change,0
593,How are you going to clean up & rescue people without fossil fuels? I won't hold my breath for an honest sensible answer.,Slightly disagree with climate change,-1
594,"From these same ""fortune-teller scientists"" comes their dire warnings about climate change. In fact, everything they say is discredited.",Slightly disagree with climate change,-1
595,"*Not including deaths due to health conditions caused by automobile emissions, sedentary lifestyle diseases, climate change exacerbated by the transportation sector, etc. ",Slightly agree with climate change,1
596,"The climate crisis is an existential threat to all Americans in the 21st century. This is absolutely a matter of national defense, and it's critical that we fight this battle with every resource we have. ",Strongly agree with climate change,2
597,"If you're scared about climate change, just remember that If we all went vegan, the world's food-related emissions would drop by 70% by 2050.",Slightly agree with climate change,1
598,It's over for fossil fuels: IPCC spells out what's needed to avert climate disaster ,Strongly agree with climate change,2
599,Extinction Rebellion activists cleared by jury over rush-hour train protest ,Neutral to climate change,0
600,Let's embrace energy sources that are friendly to mother Earth Let's put end to fossil fuels ,Strongly agree with climate change,2
601,It is an outrage that Tom Switzer is on the ABC payroll promoting climate change denial with misleading commentary and repeated failure to disclose relevant information about his bias and the biased guests he talks to. Same applies to Amanda Vanstone. ,Strongly agree with climate change,2
602,TV made some noise Global warming is ignored Puppets did their job #haiku,Neutral to climate change,0
603,US doesn't even care to put on marketing. Outright reject climate change by half of country,Neutral to climate change,0
604,"RT Absolutely heartbreaking. Tornados in December are not normal. The climate crisis is serious, it's here, and it's deadly. We can't keep kicking the can down the road. We need a Green New Deal. Now. ",Strongly agree with climate change,2
605,"Nothing wrong with a joke ? What's worse the bullshiting about so called climate change ,",Slightly disagree with climate change,-1
606,"The West's answer to the climate crisis, blow the fucking planet up as a preemptive measure.",Neutral to climate change,0
607,RT #COP26 Day 1: World leaders pledge to take action on the climate crisis ,Neutral to climate change,0
608,weird thing to say when his biggest fear has famously been the extinction of white people ,irrelevant or no opinion on climate change,99
609,"Russians better control that. get over yourself and accept the fact that Russia is not the one that would fire first. blaming Russia for invasion is like blaming mother nature for global warming. sounds stupid, doesn`t it? now check the public opinion. ",Neutral to climate change,0
610,Say no to Russian (or any) fossil fuels. #StandWithUkraine  ,irrelevant or no opinion on climate change,99
611,"The Kunama & Irob ethnic minorities in #Tigray are at real risk of extinction after 1+ year of civilian massacres, rape & starvation. #CallItAGenocide @GCR2P",irrelevant or no opinion on climate change,99
612,"To win the fight against climate chaos, we need action at the scale and speed that science and justice demand! You can help us build a better world by taking action with us today >>> ",Strongly agree with climate change,2
613,"People think we are facing a climate crisis due to weather events. Forget history and the little ice age that starved Euruope, massive floods in China 1931 or Mississippi in 1927. Heatwave of 1901. Forest fire of 1918 that killed 1000 people. Were those events climate change?",Strongly disagree with climate change,-2
614,"bit puzzled with academic read flags now... not kosher to talk about transitions, as it sucks air out of transformations, about climate adaptation as it moves stakes from mitigation action, about negative carbon as that diminishes the burden of cutting emissions.",Slightly agree with climate change,1
615,"Facebook has failed to uphold its pledge to crack down on climate misinformation, according to a new study. ",Neutral to climate change,0
616,Please wake up. We are in a climate emergency. We are now in a HYBRID CYCLONE. It's frightening. The entire warning system was wrong we are underwater again and being smashed! Experts said we would experience HYBRID CYCLONES more regularly - the climate has changed. Sorry Lismore ,Strongly agree with climate change,2
617,How is Holly projecting that in this tweet? She isn't saying - I support a woman's right to choose - I support $15 minimum wage - I support tax credits for day care - Climate change affects GA and that's why I support She is whining that Greene kept her out of a meeting.,Neutral to climate change,0
618,"RT Hope is essential to any political struggle for radical change when the overall social climate promotes disillusionment and despair. A truly incalculable loss. Rest in power, bell hooks ",irrelevant or no opinion on climate change,99
619,"RT Is there anything as fucking hot as knowing how many edgy racist whitebois I've triggered into relapsing into their crippling bbc worship addiction? One minute they're complaining about white extinction, the next they're cumming for it. Come whine in my dms about it, racist cuck~ ",irrelevant or no opinion on climate change,99
620,Forced relocation left Native Americans more vulnerable to climate change - NPR ,Strongly agree with climate change,2
621,"RT On the role of #forests in the #floods in Belgium, Germany and Luxemburg. A thread (1/n) In July 2021 an extreme rainfall event occurred, and this is clearly attributable to climate change: What is neglected so far is the role of #forests and #vegetation ",Slightly agree with climate change,1
622,It takes a looming election for this #LNP Government to start to take an interest in the environment and global heating. Their neglect has already done untold damage. They disgust me. hypocrites.,Strongly agree with climate change,2
623,"Scientists are now cautioning against blaming natural disasters entirely on climate change. Disasters happen when climate change meets vulnerabilities like bad water or forest management, unplanned urbanization, and social injustices. ",Slightly disagree with climate change,-1
624,"Putin did it again War fatigue sets in, in the West. RUS-UKR war coverage dropping. Blue-yellow Ukrainian flag pins will disappear from lapels, twitter handles. Hit by recession, Americans will turn to daily survival. Wash. experts - to climate change. Putin - frozen conflict",Neutral to climate change,0
625,This climate crisis waits for no one. We're running out of time and our leaders in Congress need to act now. ,Strongly agree with climate change,2
626,"RT ""After a brutal year of record heatwaves, fires... Americans are increasingly convinced global #warming is real, human-caused, and dangerous,"" said Anthony Leiserowitz. ",Strongly agree with climate change,2
627,"The 97% didn't say human caused warming was noticeable, even slightly dangerous, or not net beneficial. Check for yourself. No one credible actually says it's a crisis. Surprising verifiable climate facts: https://t.co/rFPbo7YMBu https://t.co/YPJWDwzzpm ",Strongly disagree with climate change,-2
628,Greta Thunberg to publish a 'go-to source' book on the climate crisis https://t.co/54Lc27b5Db #ClimateCrisis #wtpEARTH #wtpBLUE,Strongly agree with climate change,2
629,"A global warming campaign failed in every false claim for 40 years. As people begin to see through the gimmickry, slight of hand & fake science a vast financial juggernaut is on the move. Without referendums western leaders are shutting down their economies. The dark is coming!",Strongly disagree with climate change,-2
630,"RT We're proud to be part of the family, which will be present at #COP26 calling for nature and climate to be addressed together. It's time for global leaders to accelerate action that ensures a path to a net zero, nature positive future ",Strongly agree with climate change,2
631,"I think all these fake meat products are useful as people can turn veggie/vegan so easily nowadays.Most do it cos of climate change etc, but any reason saves the animals so that's good.Personally I can't eat veggie burgersetc, too meat like and chewy",Neutral to climate change,0
632,"Isn't Ditching the GQP and its blind support of Big Oil, Carbon and GAS a much faster easier solution to fight the Climate Crisis??",Strongly agree with climate change,2
633,"RT Last week, we joined Indigenous leaders, racial justice groups, and youth-led organizations in DC to ask will you stand with the people or destructive fossil fuels? Sign the petition fo Biden here: #PeopleVsFossilFuels ",Strongly agree with climate change,2
634,"RT 2021 climate catastrophe in Africa is brutal but forgotten: Devastating floods in Uganda and Nigeria, world's first climate famine in Madagascar and Algeria's extreme heat-driven wildfires which caused more damage than blazes from 2008 to 2020 combined ",Strongly agree with climate change,2
635,There is no climate crisis. Just a lot of hysterical halfwits.,Strongly disagree with climate change,-2
636,"""The climate victories of 2021 that put fossil fuels in check."" Inc the 9-year, highly-contentious organizing battle, Fossil Fuel Divest Harvard succeeded in pushing the univ to divest its $42bn endowment  the largest in the world  from fossil fuels. ",Neutral to climate change,0
637,"SHELL CEO GRETCHEN WATKINS : WE KNOW YOU LIED at the Congressional Hearing UNDER OATH. You LIED about ""not knowing and not intentionally repressing"" FACTS your scientists knew, AND YOU KNEW - that fossil fuel emissions would be responsible for this HORRIFIC CLIMATE CHANGE CRISIS!",Strongly agree with climate change,2
638,"Climate change is all fr poor mortals like us, not the lords. Always. blah blah blah..",Slightly disagree with climate change,-1
639,Is a $250 one-off payment what your vote is worth? Is it worth in-action on climate change? The vaccine stroll-out? The inaction on the pandemic? All the lies? All the rorts and the incompetence? All the sexism and sexual violence?,Slightly agree with climate change,1
640,Hollywood ridiculous again. 'Don't Look Up' breaks records. https://t.co/v9hLccXlVV Fun stuff on shallow media and politics. But it is the work of a clueless Bernie speechwriter and a director who feels terror about the climate crisis. That's alarmist nonsense. ,Strongly disagree with climate change,-2
641,The Tories think that Climate change is a LEFTIE problem.,Neutral to climate change,0
642,The Refugee Crisis from the Ukrainian conflict. Conflict is the second largest displacer of people globally after climate change. Have a listen. https://t.co/wxwZuHCFTO #WithRefugees #impact #SDGs,Strongly agree with climate change,2
643,"New research shows that for every dollar pledged to tackle climate crisis for the world's poor, US$4 are spent on fossil fuel subsidies that keep the climate crisis alive. Priorities must shift. Let's take #ClimateAction now: #DontChooseExtinction ",Strongly agree with climate change,2
644,Why Climate Change Could Put New Conservation Areas in Jeopardy via @YaleE360,Strongly agree with climate change,2
645,Any pretence that UK govt. is serious about addressing climate change vanishes if this happens. Investing in new fossil fuel infrastructure is moral & economic madness. UN Secretary General Antonio Guterres. The madness has to stop to save life on Earth! ,Strongly agree with climate change,2
646,Made possible by Daughters of the Earth is a new campaign launching today to mobilize women around the world to engage in climate action by raising $100 million dollars to fund women-led climate solutions. Learn more here: ,Strongly agree with climate change,2
647,"RT Messages from BTS, Jane Goodall and more on fighting climate change ",Neutral to climate change,0
648,Imagine the FM used everything within her power to tackle: - Child poverty. - NHS waiting times. - The drug deaths crisis. - The attainment gap. - The climate emergency. - The lack of adequate mental health support for our young people. How much better would Scotland fare then? ,Slightly agree with climate change,1
649,Green gaslighting: Another face of climate denialism | Climate Crisis | ,Strongly agree with climate change,2
650,I don't see any way out. Pessimistic I know but I don't. I'm a social capitalist who believes in land tax & against compound interest but I doubt it will be enough. I cannot see climate change being abated or the destruction of the environment being stopped.,Strongly agree with climate change,2
651,"Toxic chemical exposures, climate change and environmental justice are contributors to mental health outcomes at the individual and community levels. New in via PHI's Gina Solomon & partners: #EnviroHealth",Neutral to climate change,0
652,it was 67 yesterday and it's snowing right now. climate change is whooping our ass,Strongly agree with climate change,2
653,RT 3) Seriously global warming ==> melting permafrost could be very very dangerous for releasing ancient microbial pathogens we have no experience against! This was written in 2019 before the pandemic too ,Strongly agree with climate change,2
654,RT Better land use Is needed to tackle this climate crisis. ,Strongly agree with climate change,2
655,RT We're facing a climate emergencyFurther inaction on climate could spell the end of a habitable world for millions. & should enact policies that provide recovery to communities hardest hit by the #ClimateEmergency. ,Strongly agree with climate change,2
656,Screw the climate change grift. Drill every drop of oil from American ground.,Strongly disagree with climate change,-2
657,It's so messed up. I'm over here thinkingif we can't get a pandemic under control how the hell are we gonna do climate change?!,Slightly agree with climate change,1
658,"Heart disease kills 33% and cancer 26% of Americans Heat kills 0.31% and  Cold 6.4% and  Extreme weather: 0.015% Yes, problem No, 0.325% not biggest challenge ",Strongly disagree with climate change,-2
659,RT The conspiracy theorists who warned you of: - Vaccine mandates - Vaccine passports - Perpetual Lockdowns - Rampant Inflation Are now warning you of: - Digital ID / Social credit scores - Central Bank Digital Currencies - Climate lockdowns - Energy rationing Pay attention.,Strongly agree with climate change,2
660,"RT What YOU can do: 1 Join a Union. 2 Support local, national & international groups, organisations & charities which: challenge racism, nationalism & the far-right; support refugees & democracy; fight poverty & climate change; push for electoral reform; oppose #NHS privatisation. ",Slightly agree with climate change,1
661,Why our secret weapon against the climate crisis could be humour #dontlookup ,Strongly agree with climate change,2
662,RT Here are the facts: 1. People of color tend to live closer to polluters and hazardous waste sites. 2. Those communities often don't have the infrastructure for extreme weather. 3. The climate crisis is here. But its impact is not equal. Climate justice is racial justice.,Strongly agree with climate change,2
663,Shocking news. UK and Welsh governments need to act together to stop this going ahead. Extending coal mining at a time of Climate Crisis is a betrayal of future generations. ,Strongly agree with climate change,2
664,Electric cars are using fossil fuels to charge up! Most U.S. electricity is created from fossil fuels! Communists a.k.a. Democrats need to stop feeding Americans bullshit! ,Slightly disagree with climate change,-1
665,"Extinction Rebellion protests make people feel heard, says Green MP Caroline Lucas ",Neutral to climate change,0
666,"Madagascar on the brink of famine due to #climatechange, UN warns https://t.co/XlbRUbyatG @BeaudoinCharlie",Strongly agree with climate change,2
667,Climate Change is a threat to national security. #FridaysForFuture ,Strongly agree with climate change,2
668,RT South Florida Republican has a district with 88% of critical infrastructure at severe risk of flooding. Republican is in a nearby district with 66% of critical infrastructure at risk. Both voted no on infrastructure funding to deal with climate change. ,Strongly agree with climate change,2
669,"Climate crisis it just doesn't exist  thank you Greta , we already knew that  #Patriots #Conservative ",Strongly disagree with climate change,-2
670,RT All of the progressive fixation on imposing carbon taxes on middle class & poor All of the swanky climate junkets for the global elite Every Greta Thunberg rant in the world they all mean NOTHING in the fight vs climate change - as long as the world lets China do this ,Slightly agree with climate change,1
671,They probably blamed it on Climate Change or the Pandemic~,Neutral to climate change,0
672,"RT Liberal parents worry about our kids getting Covid at school, getting shot at school, being forced by the government to carry an unwanted child to term, and living in a world ravaged by climate change. Conservative parents worry their kids will learn about racism.",Slightly agree with climate change,1
673,"RT Germany hit a #windenergy record yesterday, with 47.8 gigawatts flowing into the grid in the early morning. Such data is meanwhile partly included in the country's TV weather forecasts, which mention both climate change and climate action. Via & ",Slightly agree with climate change,1
674,"RT Svalbard, Norway, though seemingly timeless, is perhaps the closest thing we have to a ticking clock. Climate change all but guarantees an eventual collapse of its vulnerable ecosystem. ",Strongly agree with climate change,2
675,"like when they called it Global Warming, but it wasnt really getting warmer, so they had to call it climate change. We will just get ""mutations"" from here on out.",Slightly disagree with climate change,-1
676,F1 drivers should be instructed to drive at 40KMPH to save fuel under Paris Climate Change Treaty Let's get together for a change for Environment. ,Strongly agree with climate change,2
677,They call themselves green' and drone on about climate change but they are building a waste incinerator in the beautiful Sirhowy valley. If anyone dares question they are gaslit with passive aggressive hate speech' articles and by their minions in local groups!,Slightly disagree with climate change,-1
678,5 rides to get to know me Alien Encounter Countdown to Extinction JAWS Mako Wild Artic ,irrelevant or no opinion on climate change,99
679,"World climate will not change by a trillionth of a degree due to anything mankind is doing or can do. Humanity makes no difference to the natural cycle of earth/sun/nature. Earth evolved without us. It will go on after us. Its a fake UN hoax of fear, lies, myth & corruption.",Strongly disagree with climate change,-2
680,"Hey Olaf, Unsealed files expose how US abused climate change agenda to preserve its military power ",Slightly disagree with climate change,-1
681,It's really sad. We want the world to stand in solidarity against ALL WARS the true reason of which are useless fossil fuels. #PeopleNotProfit #StandWithUkraine,Slightly agree with climate change,1
682,"Except your article didn't seem to be about the damage being done by Belgian Greens, it was a claim that environmentalists (collectively) are a greater barrier to effective climate policy than those promoting climate denial.",Neutral to climate change,0
683,Then that child d1es from exhaustion and the mother cries commits suic1de and her body is added to a landmine which adds to global warming and kills a shark in east asia,Neutral to climate change,0
684,With the amount of carbon tax we pay we'll have climate change fixed in no time!,Slightly agree with climate change,1
685,swithville was always peaceful not until this mfs came. mass extinction when,irrelevant or no opinion on climate change,99
686,Soil extinction is not just another ecological challenge. It is an existential threat. #SaveSoil #ConsciousPlanet  ,Neutral to climate change,0
687,So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa to demolish the global warming theory. Imam Nasser Mohammed Al-Yamani 14-10-2021 #They_Say_A_Shelter_Is_Needed Omicron 3/zMrq,Slightly agree with climate change,1
688,take your deshots we will all raise memorials in honor of your sacrifice to the fake climate crisis:) ,Strongly disagree with climate change,-2
689,The 2022 #NDAA will: Extend the lifesaving FireGuard program to fight wildfires Give troops a pay raise Act on climate change Institute reforms to to prevent & prosecute sexual assault in the military This is a major win for our country & community.,Neutral to climate change,0
690,"Wrong Again, Atlantic, High Lumber Prices Are Not Being Caused by ClimateChange' ",Slightly disagree with climate change,-1
691,"Pro-nuclear, the best energy source now to fight climate change, is not fossil fuel grifter.",Slightly agree with climate change,1
692,"2/Climate change is already disastrous, destructive and deadly. We don't need the IPCC report to tell us that -- we just need to look out our windows.",Strongly agree with climate change,2
693,Here is one of the things that annoys the absolute FUCK out of me about blaming climate change on cows. A thread.,Neutral to climate change,0
694,5:40 time mark - #CNN director Charlie Chester reveals the next Global Crisis that will be used to coerce society into political manipulation will be climate change. The mandates are illegal and politically motivated - the Build Back Better initiative. ,Strongly disagree with climate change,-2
695,"#killthebill If you care about nature and the climate crisis, then you should care about the new policing bill in the UK, which criminalises protest. Incredibly undemocratic and extremely damaging for those fighting for nature. Please read more about it and share with others! ",Strongly agree with climate change,2
696,the judicial assault on the administrative state is going to take already weak state capacity for emergency response in the US and make it wholly impossible to sustain even half-measures on climate change mitigation.,Slightly agree with climate change,1
697,"I didn't equate it to any climate crisis but it did definitely remind one of the ignorant, corrupt Biden administration.",Neutral to climate change,0
698,"I would do it forever. No tv no Internet no news about covid, blm, trans rights, climate change. Wonderful",Neutral to climate change,0
699,Nature us our ally in the battle to tackle the climate emergency ,Strongly agree with climate change,2
700,RT  Stop what you're doing and read this now  Stop what you're doing and read this now ,irrelevant or no opinion on climate change,99
701,This is Love in Action This is #ValentinesDay This is Not a Drill This is #EcologicalCrisis This is Direct Action This is Extinction Rebellion ,Strongly agree with climate change,2
702,I do NOT know 1 single person who feels grief and frustration due to climate change. But I do know MANY people who feel grief and frustration due to BAD government policies!,Slightly disagree with climate change,-1
703,"Who voted Liberal? I did. Held my nose and voted Liberal because the Conservatives don't accept climate change, are anti gay, anti abortion, anti immigrant, anti public health, anti public education. O'Toole was going in the proper direction but didn't have his party support.",Slightly agree with climate change,1
704,"At this moment 93.7% of Alberta's electricity is being produced by fossil fuels. Wind is at 1.9% of capacity and producing 0.4% of total generation, while solar is at 4.1% of capacity and producing 0.31% of total generation. At the same time we are importing 431 MW or 4% ",Neutral to climate change,0
705,"RT I'm still digesting phenomenal piece on Climate Reparations, but one overall takeaway: nothing we're doing is nearly enough. The radical ideas of today will soon be widely seen as conservative and inadequate. ",Strongly agree with climate change,2
706,The Senate must wake up to the urgent threat of climate change. Indolence in the face of known danger is a particularly stupid form of cowardice. ,Strongly agree with climate change,2
707,"RT When the planet gets hotter, with unprecedented forest fires, drought, floods, extreme weather, and acidification of the oceans, when scientists tell us that we only have a few years to avoid irreparable harm to our planet, should we really continue to ignore this global crisis?",Strongly agree with climate change,2
708,"At a time that the science is clear of what needs to be done and the window is closing, there is no sense of urgency. They don't treat the climate crisis as an emergency  on the #COP26 outcomes. ",Strongly agree with climate change,2
709,"Retweet if you think we must #savethebees and their 20,000 wild species maintaining alive the vegetal living, all threatened with extinction with neonicotinoids, destruction of their habitats...No more bee, no more life. Click, sign & share  ",Slightly agree with climate change,1
710,He cancelled the construction of an extension of it which was not complete. It was a potential environmental disaster because it transported tar sands which is a very dirty form of crude. Read about it here: ,Neutral to climate change,0
711,"We cannot adapt to gender inequality, climate change is a gender issue #ClimateActionNow ",Strongly agree with climate change,2
712,"Here's how you know tax increase for climate emergency is a scam. They can't even clear roads during a MILD snow, YET they claim taxing us would solve GLOBAL CLIMATE CHANGE! #vanpoli",Slightly agree with climate change,1
713,what will we do with all the #profits when all the #people are dead #climate #mass_extinction #capitolism_fail ,Strongly agree with climate change,2
714,"Hi,Leo!U could save billions of lives if u came to the ""Global Crisis.Time for the Truth"" conf on Dec 4,2021 & told the truth about climate change.Y didn't u come? The climate ll soon destroy any1:the turtles in Cuba,the people on the planet & those hoping to hide in a bunker, 2.",Strongly agree with climate change,2
715,"You can't build it, power it or repair it without fossil fuels. It's a pipe dream.",Neutral to climate change,0
716,Extinction rebellion and Kill the Bill protestors swamping Piccadilly today spreading their germs. . All brainless,Slightly disagree with climate change,-1
717,"RT When will thieving humans stop stealing traditional elephant land? Elephant found drowned in Bangkok, Thailand. Was simply searching for food. stop researching, start saving lives #extinction ",irrelevant or no opinion on climate change,99
718,"Inequality Kills One Person Every Four Seconds. In its report, International outlines the fact that the climate crisis is one of the most harmful drivers of inequality  ",Strongly agree with climate change,2
719,Using the word fear is misleading and propagandistic. NO ONE should fear a virus. But...you better goddam well RESPECT a virus and understand what it does and how it does it because a Virus can and has driven extinction events for species. These idjits don't respect this virus.,irrelevant or no opinion on climate change,99
720,"Great op-ed from ""Climate change has gotten so bad that any pause in the transition to a clean-energy economy will literally kill people."" The time for study is over. #ClimateSolutionsNow #ClimateCrisis ",Strongly agree with climate change,2
721,"Democrats always wage war on domestic drilling. But for some reason, it's ok to buy it from countries that hate us. ",Slightly disagree with climate change,-1
722,"Another champion for children, Jamaica, talking about steps taking to protect children from violence and address the climate crisis. #ChildYouthForum ",Slightly agree with climate change,1
723,It always baffles me how they can look for bamboo on votes.. but global warming no that's crazy,Neutral to climate change,0
724,RT We're no longer totally f$%But we're also far from totally unf$ Now let's push for much more progress in 2022. ,Strongly agree with climate change,2
725,"More than a third of food produced globally never makes it to the table. Whereas, food loss and waste account for ~8.2% of the total human-made greenhouse gas emissions. Don't waste food. ",Slightly agree with climate change,1
726,Are people still spreading Covid misinformation these days or are we now on to Russian misinformation? What ever happened to Climate Change misinformation? Asking for Greta.,Neutral to climate change,0
727,"on climate change's impact on agriculture: ""This year was our 44th harvest I can tell you unequivocally, this was the worst harvest we've ever had. Everybody west of the Mississippi was affected by a drought this year that was catastrophic. ",Strongly agree with climate change,2
728,"So much performative tweeting against climate change, fossil fuels & more from BC NDP MLA Bowinn Ma, on the very same day the NDP call fracking/LNG ""ethical."" Yet always a pronounced lack of performative piety about the BC NDP's destructive & frankly cruel policies. Stop. #bcpoli ",Strongly agree with climate change,2
729,We can't just depend on fossil fuels. ALL FUEL YOU EIAN #EianRances | @EianRances,Neutral to climate change,0
730,"Climate change is like a creep luring kids into a van with candyhere, enjoy the lovely weather now because in a few years you're gonna be melting in a new desert or under water. ",Strongly agree with climate change,2
731,A new study shows that communities of color face higher exposure to six air pollutants that harm human health. Trading fossil fuels for clean energy will immediately improve health and #HealthEquity. We are ready to make it happen in 2022. ,Strongly agree with climate change,2
732,Climate change is hard to predict. One crucial factor i have not seen added to their equation is probably why their prediction model is wrong. Current model is way underestimated by 10 to 15 years. This is why the current situation is worse.,Slightly agree with climate change,1
733,"Tomorrow is the #YouthDay! Let's join our #HeritageAmbassador and many more climate and heritage experts, for an intergenerational dialogue to discuss how culture can shape a more resilient future! Livestream 11.00-12.15 CET: ",Slightly agree with climate change,1
734,goms extinction (u bc ur a whole loser for blocking 3 of my acc for no reason) @88honeypots,irrelevant or no opinion on climate change,99
735,"DNC liberals do not get this because they think that the system can change incrementally in a time of climate crisis, tremendous poverty and extreme wealth. ",Strongly agree with climate change,2
736,Participate in an online consultation that will inform UN guidelines on what governments must do to uphold your rights threatened by the climate and environmental crisis. https://t.co/oEKmUUbxmn #ChildRightsEnvironment ,Strongly agree with climate change,2
737,"RT Last week's announcement of 23 more species lost to the #extinction is a tragic reminder of the wildlife #ExtinctionCrisis and a call for bold and urgent action to end it. Otherwise, these 23 species died in vain. And that would be the ultimate tragedy. ",irrelevant or no opinion on climate change,99
738,"The government needs to stop ignoring the #ClimateCrisis ""The latest report from the Intergovernmental Panel on Climate Change (IPCC)... found that #climatechange is now a grave threat to human wellbeing and the health of the planet."" - ",Strongly agree with climate change,2
739,"Australia reluctant to tackle climate crisis, blames it on developing world and China ",Neutral to climate change,0
740,"They didn't choose to do this. They were forced to vandalize gas stations because the climate crisis is urgent, or something. ",Slightly disagree with climate change,-1
741,"Climate change policy. Because it will all be either pointless or counterproductive, tank the economy and make many poorer and sicker. And then it will all have to be reversed.",Slightly disagree with climate change,-1
742,"Months of very hard work, hours of debate and we are getting closer to a Climate Change Bill which could be just and fair for Northern Ireland. #NIClimateBill #ClimateActionNow ",Slightly agree with climate change,1
743,Probably best answered by Climate Crisis Critic What's our choice in #TorontoDanforth? HT #WalkTO #BikeTO #AODA ,Neutral to climate change,0
744,RT We are running out of time. We MUST end line 3. End fossil fuels and end extraction. Climate justice is Indigenous Sovereignty. Climate Justice is Liberation. ,Strongly agree with climate change,2
745,"Mess with the child and she goes wild! If you see this angry lady, tread lighty! Have you had any encounters with her lately? #SecondExtinction #ReclaimEarth ",irrelevant or no opinion on climate change,99
746,"RT Given the urgency of the climate crisis, the 2021 UN Climate Change Conference (#COP26) is the most important meeting of world leaders ever to take place. It is vital that the world unites in order to tackle the #ClimateCrisis. #DietChangeNotClimateChange 1/3 ",Strongly agree with climate change,2
747,"What's urgent today? JARURI a digital festival of art explores climate crisis in Bangladesh, curated by Sarah Mia a Brummie Bangladeshi. Explore the site and ideas #transformingnarratives - lets try fix the code red crisis!",Strongly agree with climate change,2
748,Tear down society during climate crisis nuclear war create civil war ... They don't stop and see several other democracies have it good. Healthcare wages child care good quality of life. America's ideals and traditions gone. Instead crave failed Soviet union Taliban etc,Strongly agree with climate change,2
749,"RT Teach sustainability with the Peace with Nature Challenge using resources from that cover clean water, waste, climate change, and clean energy. Students can build in #MinecraftEdu demonstrating how to protect our planet. Get started: ",Slightly agree with climate change,1
750,"~11 million people in #Sudan are food insecure, with needs driven by economic crisis, COVID-19, displacement, climate events & violence. support allows for life-saving food assistance, with cash assistance alone reaching 1 million+ people. ",Strongly agree with climate change,2
751,"Nitrogen dioxide pollution can aggravate respiratory diseases, particularly asthma. Well planned public transport systems, including safe walking and cycling, can improve air quality, mitigate climate change, and deliver additional health gains. #HealthierTomorrow ",Slightly agree with climate change,1
752,"RT The UK to date has carried out 304,621,001 COVID tests. Think of all that plastic and damage to the environment. Why are the climate change activists keeping quiet about this?",Strongly agree with climate change,2
753,Being serious about addressing the climate crisis means transforming every arterial road everywhere into something like this as soon as possible ,Strongly agree with climate change,2
754,"Nancy is in the business of death of babies. She should not be giving a reading in any Christian Church. Climate change is the lie of man. Ted should not defend evil. Church needs God's Word, not the lies of the politician. Let's pray that Nancy changes her ways.",Strongly disagree with climate change,-2
755,RT Tackling deforestation must be at the heart of our response to the climate crisis | Zac Goldsmith ,Strongly agree with climate change,2
